order_id,user_id,restaurant_id,order_datetime,order_status,refund_reason
ORD-000179,USR-0470,RES-0033,2025-06-20 19:31:00,delivered,
ORD-000180,USR-0181,RES-0005,2025-05-20 16:30:00,delivered,
ORD-000181,USR-1411,RES-0035,2025-10-18 14:07:00,delivered,
ORD-000182,USR-0913,RES-0046,2025-11-05 10:02:00,delivered,
ORD-000183,USR-0039,RES-0033,2025-12-31 11:49:00,delivered,
ORD-000184,USR-1169,RES-0056,2025-06-17 18:16:00,delivered,
ORD-000185,USR-1137,RES-0055,2025-08-07 19:53:00,delivered,
ORD-000186,USR-0181,RES-0039,2025-05-16 17:39:00,delivered,
ORD-000187,USR-1324,RES-0004,2025-11-16 18:06:00,delivered,
ORD-000188,USR-0523,RES-0059,2025-03-17 17:37:00,cancelled,damaged_food
ORD-000189,USR-1349,RES-0005,2025-12-24 12:45:00,delivered,
ORD-000190,USR-0128,RES-0008,2025-01-04 17:47:00,cancelled,damaged_food
ORD-000191,USR-0080,RES-0062,2025-06-19 09:06:00,delivered,
ORD-000192,USR-1138,RES-0039,2025-09-23 13:33:00,delivered,
ORD-000193,USR-0340,RES-0017,2025-05-05 20:27:00,delivered,
ORD-000194,USR-1522,RES-0053,2025-12-25 09:22:00,delivered,
ORD-000195,USR-1457,RES-0083,2025-08-10 23:40:00,delivered,
ORD-000196,USR-0171,RES-0070,2025-06-22 19:15:00,delivered,
ORD-000197,USR-0239,RES-0010,2025-05-26 19:48:00,delivered,
ORD-000198,USR-0854,RES-0004,2025-04-15 19:01:00,delivered,
ORD-000199,USR-0806,RES-0053,2025-02-07 11:38:00,delivered,
ORD-000200,USR-0170,RES-0023,2025-11-25 18:27:00,delivered,
ORD-000201,USR-0189,RES-0015,2025-07-19 18:37:00,delivered,
ORD-000202,USR-0094,RES-0021,2025-06-30 18:28:00,cancelled,customer_complaint
ORD-000203,USR-0234,RES-0038,2025-07-17 14:54:00,delivered,
ORD-000204,USR-1446,RES-0013,2024-10-09 18:51:00,delivered,
ORD-000205,USR-0349,RES-0025,2025-09-15 12:36:00,delivered,
ORD-000206,USR-0909,RES-0057,2025-01-19 21:35:00,cancelled,customer_complaint
ORD-000207,USR-1432,RES-0013,2025-01-03 16:28:00,cancelled,late_delivery
ORD-000208,USR-1513,RES-0055,2025-09-19 11:44:00,delivered,
ORD-000209,USR-0571,RES-0017,2025-07-04 21:59:00,delivered,
ORD-000210,USR-0713,RES-0038,2025-06-23 12:19:00,delivered,
ORD-000211,USR-0624,RES-0006,2025-12-07 22:17:00,delivered,
ORD-000212,USR-1498,RES-0074,2025-06-07 17:36:00,cancelled,wrong_items
ORD-000213,USR-1086,RES-0033,2024-04-06 09:29:00,delivered,
ORD-000214,USR-0732,RES-0047,2024-05-21 13:23:00,delivered,
ORD-000215,USR-0127,RES-0056,2024-09-12 12:16:00,delivered,
ORD-000216,USR-0507,RES-0049,2025-11-18 18:47:00,delivered,
ORD-000217,USR-0155,RES-0036,2025-10-08 13:02:00,delivered,
ORD-000218,USR-0601,RES-0037,2025-05-09 11:31:00,delivered,
ORD-000219,USR-1077,RES-0057,2025-12-07 20:36:00,delivered,
ORD-000220,USR-1031,RES-0048,2025-12-07 16:09:00,delivered,
ORD-000221,USR-1310,RES-0069,2025-08-13 15:05:00,delivered,
ORD-000222,USR-1092,RES-0070,2024-12-08 14:56:00,delivered,
ORD-000223,USR-0032,RES-0015,2025-11-28 19:52:00,delivered,
ORD-000224,USR-0119,RES-0054,2024-08-20 20:41:00,delivered,
ORD-000225,USR-1471,RES-0078,2025-12-26 17:20:00,delivered,
ORD-000226,USR-0840,RES-0065,2024-09-24 19:17:00,delivered,
ORD-000227,USR-0290,RES-0050,2025-07-06 18:09:00,delivered,
ORD-000228,USR-1174,RES-0033,2025-12-15 12:09:00,delivered,
ORD-000229,USR-0224,RES-0002,2025-02-06 16:48:00,delivered,
ORD-000230,USR-0698,RES-0045,2025-05-31 10:14:00,delivered,
ORD-000231,USR-0114,RES-0009,2025-02-07 11:08:00,delivered,
ORD-000232,USR-0151,RES-0045,2025-05-02 18:47:00,delivered,
ORD-000233,USR-0624,RES-0053,2025-02-12 13:05:00,delivered,
ORD-000234,USR-1011,RES-0024,2025-03-20 21:44:00,delivered,
ORD-000235,USR-0062,RES-0005,2025-09-13 18:35:00,delivered,
ORD-000236,USR-0895,RES-0062,2025-12-15 23:36:00,delivered,
ORD-000237,USR-0806,RES-0044,2024-10-19 19:08:00,delivered,
ORD-000238,USR-0007,RES-0051,2025-02-13 18:01:00,delivered,
ORD-000239,USR-1210,RES-0077,2025-12-02 23:36:00,delivered,
ORD-000240,USR-1378,RES-0040,2025-11-18 15:27:00,delivered,
ORD-000241,USR-0776,RES-0070,2025-11-08 11:07:00,delivered,
ORD-000242,USR-1232,RES-0018,2025-04-06 22:14:00,delivered,
ORD-000243,USR-0003,RES-0053,2024-12-24 18:52:00,cancelled,damaged_food
ORD-000244,USR-0733,RES-0085,2025-09-30 11:28:00,delivered,
ORD-000245,USR-1245,RES-0038,2025-02-13 11:49:00,delivered,
ORD-000246,USR-1317,RES-0047,2025-03-17 09:39:00,delivered,
ORD-000247,USR-1308,RES-0079,2025-09-27 23:09:00,delivered,
ORD-000248,USR-0764,RES-0041,2025-09-07 13:14:00,delivered,
ORD-000249,USR-1235,RES-0027,2025-11-12 21:29:00,delivered,
ORD-000250,USR-1566,RES-0037,2025-09-22 09:16:00,delivered,
ORD-000251,USR-0344,RES-0078,2025-12-26 23:47:00,delivered,
ORD-000252,USR-0623,RES-0081,2025-12-23 20:34:00,delivered,
ORD-000253,USR-1364,RES-0044,2024-05-24 20:44:00,delivered,
ORD-000254,USR-0156,RES-0049,2025-01-20 18:57:00,delivered,
ORD-000255,USR-1286,RES-0008,2025-10-10 23:37:00,delivered,
ORD-000256,USR-1072,RES-0067,2025-02-28 13:26:00,delivered,
ORD-000257,USR-0243,RES-0064,2025-12-25 15:07:00,cancelled,late_delivery
ORD-000258,USR-1189,RES-0019,2025-12-14 20:29:00,delivered,
ORD-000259,USR-1134,RES-0032,2025-11-06 14:55:00,delivered,
ORD-000260,USR-0620,RES-0027,2025-10-29 22:13:00,delivered,
ORD-000261,USR-0739,RES-0051,2025-12-06 13:32:00,cancelled,late_delivery
ORD-000262,USR-1271,RES-0027,2025-05-11 23:00:00,delivered,
ORD-000263,USR-0119,RES-0017,2024-07-11 19:29:00,delivered,
ORD-000264,USR-0553,RES-0042,2025-12-05 19:28:00,delivered,
ORD-000265,USR-0847,RES-0031,2025-12-19 22:57:00,delivered,
ORD-000266,USR-0291,RES-0014,2024-12-07 16:25:00,delivered,
ORD-000267,USR-0677,RES-0026,2025-12-22 11:44:00,delivered,
ORD-000268,USR-0171,RES-0050,2025-10-02 13:15:00,cancelled,customer_complaint
ORD-000269,USR-1260,RES-0002,2025-10-25 22:40:00,delivered,
ORD-000270,USR-0315,RES-0050,2025-11-03 09:31:00,delivered,
ORD-000271,USR-1234,RES-0060,2024-12-15 23:25:00,delivered,
ORD-000272,USR-0505,RES-0023,2025-10-29 19:02:00,delivered,
ORD-000273,USR-0452,RES-0026,2025-12-19 22:38:00,delivered,
ORD-000274,USR-0212,RES-0039,2025-07-27 16:16:00,delivered,
ORD-000275,USR-0403,RES-0002,2025-10-23 13:40:00,delivered,
ORD-000276,USR-1556,RES-0061,2025-11-19 18:28:00,delivered,
ORD-000277,USR-1164,RES-0031,2024-05-21 18:34:00,delivered,
ORD-000278,USR-0519,RES-0044,2024-07-26 22:08:00,delivered,
ORD-000279,USR-1460,RES-0003,2025-12-23 23:33:00,delivered,
ORD-000280,USR-1467,RES-0028,2025-05-28 14:10:00,delivered,
ORD-000281,USR-0696,RES-0015,2025-08-01 23:10:00,delivered,
ORD-000282,USR-0478,RES-0056,2025-07-24 11:25:00,delivered,
ORD-000283,USR-1543,RES-0084,2024-11-21 22:56:00,delivered,
ORD-000284,USR-1556,RES-0028,2025-10-16 16:08:00,delivered,
ORD-000285,USR-1151,RES-0066,2025-02-27 15:19:00,delivered,
ORD-000286,USR-0284,RES-0032,2025-10-14 23:47:00,delivered,
ORD-000287,USR-0344,RES-0019,2025-12-29 10:10:00,delivered,
ORD-000288,USR-0445,RES-0039,2025-09-18 18:17:00,delivered,
ORD-000289,USR-0506,RES-0077,2025-09-19 12:38:00,delivered,
ORD-000290,USR-0540,RES-0060,2025-12-04 09:22:00,delivered,
ORD-000291,USR-0150,RES-0010,2025-05-03 11:32:00,delivered,
ORD-000292,USR-0734,RES-0043,2025-04-25 20:41:00,delivered,
ORD-000293,USR-0509,RES-0002,2025-01-31 16:30:00,delivered,
ORD-000294,USR-0243,RES-0031,2025-12-15 17:34:00,delivered,
ORD-000295,USR-0252,RES-0002,2025-05-21 10:12:00,cancelled,wrong_items
ORD-000296,USR-1407,RES-0037,2025-11-18 12:48:00,delivered,
ORD-000297,USR-0732,RES-0068,2024-06-30 23:28:00,delivered,
ORD-000298,USR-0074,RES-0027,2025-05-16 20:20:00,delivered,
ORD-000299,USR-0084,RES-0072,2024-09-09 15:25:00,delivered,
ORD-000300,USR-0251,RES-0085,2025-12-23 19:21:00,delivered,
ORD-000301,USR-0999,RES-0031,2025-12-31 22:43:00,cancelled,late_delivery
ORD-000302,USR-1206,RES-0048,2025-06-17 10:28:00,delivered,
ORD-000303,USR-1499,RES-0028,2025-06-25 21:57:00,delivered,
ORD-000304,USR-1465,RES-0011,2025-02-09 20:02:00,delivered,
ORD-000305,USR-0511,RES-0012,2025-10-07 23:18:00,cancelled,wrong_items
ORD-000306,USR-0372,RES-0002,2024-10-25 16:25:00,delivered,
ORD-000307,USR-0726,RES-0009,2025-09-25 12:59:00,delivered,
ORD-000308,USR-0952,RES-0018,2025-09-19 23:03:00,delivered,
ORD-000309,USR-0245,RES-0078,2025-03-31 16:59:00,delivered,
ORD-000310,USR-0720,RES-0054,2024-10-04 12:09:00,delivered,
ORD-000311,USR-0086,RES-0033,2025-08-22 23:44:00,delivered,
ORD-000312,USR-0666,RES-0077,2025-11-04 23:42:00,delivered,
ORD-000313,USR-0725,RES-0044,2025-06-06 20:24:00,delivered,
ORD-000314,USR-0092,RES-0020,2024-07-25 23:29:00,delivered,
ORD-000315,USR-1245,RES-0001,2025-07-09 12:07:00,delivered,
ORD-000316,USR-0850,RES-0033,2024-06-16 20:46:00,delivered,
ORD-000317,USR-1441,RES-0050,2025-12-21 23:17:00,delivered,
ORD-000318,USR-0873,RES-0080,2025-10-06 20:10:00,delivered,
ORD-000319,USR-0764,RES-0027,2025-06-07 18:10:00,delivered,
ORD-000320,USR-0596,RES-0066,2025-10-22 15:46:00,delivered,
ORD-000321,USR-1016,RES-0081,2025-12-06 17:56:00,delivered,
ORD-000322,USR-0773,RES-0064,2024-06-19 16:37:00,delivered,
ORD-000323,USR-1195,RES-0050,2025-12-30 09:26:00,delivered,
ORD-000324,USR-1299,RES-0013,2025-09-20 19:04:00,delivered,
ORD-000325,USR-1267,RES-0041,2025-08-14 14:41:00,delivered,
ORD-000326,USR-0878,RES-0057,2025-08-31 20:53:00,delivered,
ORD-000327,USR-1526,RES-0061,2025-05-25 17:51:00,delivered,
ORD-000328,USR-1461,RES-0065,2025-05-20 12:13:00,delivered,
ORD-000329,USR-1119,RES-0025,2025-12-30 19:34:00,delivered,
ORD-000330,USR-0727,RES-0084,2025-09-07 18:00:00,delivered,
ORD-000331,USR-1206,RES-0028,2025-07-14 13:39:00,delivered,
ORD-000332,USR-0400,RES-0042,2025-09-15 09:32:00,delivered,
ORD-000333,USR-0261,RES-0036,2025-12-27 13:02:00,delivered,
ORD-000334,USR-0792,RES-0025,2024-02-03 19:36:00,delivered,
ORD-000335,USR-1193,RES-0025,2024-11-01 14:58:00,delivered,
ORD-000336,USR-1188,RES-0003,2025-02-25 23:25:00,delivered,
ORD-000337,USR-0746,RES-0009,2024-10-18 18:42:00,delivered,
ORD-000338,USR-0410,RES-0009,2025-09-01 18:50:00,delivered,
ORD-000339,USR-1204,RES-0028,2025-04-11 20:37:00,delivered,
ORD-000340,USR-0631,RES-0012,2025-12-18 21:19:00,delivered,
ORD-000341,USR-1097,RES-0043,2025-01-12 23:24:00,delivered,
ORD-000342,USR-0232,RES-0077,2025-03-13 22:35:00,delivered,
ORD-000343,USR-0078,RES-0002,2025-04-27 11:07:00,delivered,
ORD-000344,USR-0864,RES-0036,2025-04-18 09:06:00,delivered,
ORD-000345,USR-0934,RES-0073,2025-09-25 09:22:00,delivered,
ORD-000346,USR-0776,RES-0013,2025-09-19 17:26:00,cancelled,late_delivery
ORD-000347,USR-1160,RES-0054,2025-12-14 10:24:00,delivered,
ORD-000348,USR-0214,RES-0039,2025-12-24 13:27:00,delivered,
ORD-000349,USR-0441,RES-0065,2024-11-20 13:33:00,delivered,
ORD-000350,USR-1386,RES-0064,2024-12-02 14:39:00,delivered,
ORD-000351,USR-0625,RES-0032,2025-07-30 16:33:00,delivered,
ORD-000352,USR-0474,RES-0085,2025-12-17 16:55:00,delivered,
ORD-000353,USR-1209,RES-0080,2025-09-16 12:45:00,delivered,
ORD-000354,USR-1443,RES-0073,2024-07-17 09:07:00,delivered,
ORD-000355,USR-0519,RES-0044,2025-10-02 21:07:00,delivered,
ORD-000356,USR-1209,RES-0020,2024-07-31 21:39:00,cancelled,damaged_food
ORD-000357,USR-1302,RES-0005,2025-11-21 12:33:00,delivered,
ORD-000358,USR-1428,RES-0006,2025-10-14 12:00:00,delivered,
ORD-000359,USR-0109,RES-0005,2025-12-07 13:16:00,delivered,
ORD-000360,USR-1563,RES-0036,2025-06-18 17:32:00,delivered,
ORD-000361,USR-1174,RES-0071,2025-11-16 13:39:00,delivered,
ORD-000362,USR-0626,RES-0041,2025-02-09 20:36:00,delivered,
ORD-000363,USR-1545,RES-0015,2025-12-30 17:56:00,delivered,
ORD-000364,USR-1323,RES-0079,2025-11-01 10:27:00,delivered,
ORD-000365,USR-0091,RES-0024,2025-04-30 21:02:00,delivered,
ORD-000366,USR-0287,RES-0035,2025-07-29 14:16:00,delivered,
ORD-000367,USR-1000,RES-0068,2025-11-15 17:20:00,delivered,
ORD-000368,USR-0424,RES-0003,2025-06-23 16:12:00,delivered,
ORD-000369,USR-0085,RES-0078,2025-06-17 13:36:00,delivered,
ORD-000370,USR-0148,RES-0063,2025-09-06 21:34:00,delivered,
ORD-000371,USR-0140,RES-0033,2025-08-14 19:21:00,delivered,
ORD-000372,USR-1504,RES-0076,2025-10-07 14:38:00,delivered,
